Precinct Name,PRCT,TOTVOTING,USPRSR,USPRSDFL,USPRSGP,Year,VTDID (not),VTDID
MARY TWP.,105,50,13,36,0,2004,270540105,
PERLEY,110,59,26,32,0,2004,270540110,
PLEASANT VIEW TWP.,115,61,28,31,0,2004,270540115,
ROCKWELL TWP.,120,43,21,22,0,2004,270540120,
SHELLY,125,109,52,55,0,2004,270540125,
SHELLY TWP.,130,61,31,30,0,2004,270540130,
SPRING CREEK TWP.,135,44,22,22,0,2004,270540135,
STRAND TWP.,140,67,22,42,0,2004,270540140,
SUNDAL TWP.,145,73,44,26,0,2004,270540145,
TWIN VALLEY,150,415,182,222,0,2004,270540150,
WAUKON TWP.,155,81,21,58,0,2004,270540155,
WILD RICE TWP.,160,159,82,76,0,2004,270540160,
WINCHESTER TWP.,165,34,6,27,0,2004,270540165,
BYRON,5,2257,1256,960,1,2004,270550005,
CASCADE TWP. P-1,10,1520,879,613,1,2004,270550010,
CHATFIELD,15,659,349,291,2,2004,270550015,
DOVER,20,301,158,146,0,2004,270550020,
DOVER TWP.,25,247,154,85,3,2004,270550025,
ELMIRA TWP.,30,215,114,97,0,2004,270550030,
EYOTA,35,969,539,402,3,2004,270550035,
EYOTA TWP.,40,275,185,86,0,2004,270550040,
FARMINGTON TWP.,45,289,168,116,0,2004,270550045,
HAVERHILL TWP P-1,50,1011,568,423,0,2004,270550050,
HAVERHILL TWP P-2,52,0,0,0,0,2004,270550052,
HIGH FOREST TWP.,55,639,406,223,2,2004,270550055,
KALMAR TWP.,60,689,464,277,1,2004,270550060,
MARION TWP. P-1,65,3428,1864,1510,7,2004,270550065,
MARION TWP. P-2,66,1,1,0,0,2004,270550066,
NEW HAVEN TWP.,70,782,436,328,3,2004,270550070,
ORION TWP.,75,352,205,138,0,2004,270550075,
ORONOCO,80,573,324,238,0,2004,270550080,
ORONOCO TWP.,85,1334,775,532,0,2004,270550085,
PINE ISLAND,88,287,167,116,0,2004,270550088,
PLEASANT GROVE TWP.,90,440,250,185,0,2004,270550090,
QUINCY TWP.,95,192,119,70,0,2004,270550095,
ROCHESTER W1 P1,100,1189,565,591,1,2004,270550100,
ROCHESTER W1 P2,105,1003,464,509,2,2004,270550105,
ROCHESTER W1 P3,110,1446,790,630,1,2004,270550110,
ROCHESTER W3 P4,115,1191,598,568,3,2004,270550115,
ROCHESTER W1 P5,116,564,315,245,1,2004,270550116,
ROCHESTER W3 P5,117,1337,702,607,1,2004,270550117,
ROCHESTER W3 P6,118,2749,1535,1172,4,2004,270550118,
ROCHESTER W2 P1,120,870,335,512,2,2004,270550120,
ROCHESTER W2 P2,125,1527,621,880,0,2004,270550125,
ROCHESTER W2 P3,130,1225,579,616,3,2004,270550130,
ROCHESTER W1 P4,135,1424,666,721,5,2004,270550135,
ROCHESTER W1 P6,136,648,360,276,0,2004,270550136,
ROCHESTER W1 P7,137,1648,895,728,0,2004,270550137,
ROCHESTER W1 P8,138,797,466,318,1,2004,270550138,
ROCHESTER W1 P9,139,9,8,1,0,2004,270550139,
ROCHESTER W3 P1,140,1305,605,669,0,2004,270550140,
ROCHESTER W3 P2,145,1217,598,596,2,2004,270550145,
ROCHESTER W3 P3,150,2004,1146,824,2,2004,270550150,
ROCHESTER W2 P4,155,2258,1228,986,1,2004,270550155,
ROCHESTER W2 P5,156,1484,823,644,2,2004,270550156,
ROCHESTER W2 P6,157,1793,954,779,4,2004,270550157,
ROCHESTER W2 P7,158,2,2,0,0,2004,270550158,
ROCHESTER W4 P1,160,712,293,390,0,2004,270550160,
ROCHESTER W4 P2,165,961,343,577,0,2004,270550165,
ROCHESTER W4 P3,170,1094,466,598,6,2004,270550170,
ROCHESTER W4 P4,171,1051,442,580,1,2004,270550171,
ROCHESTER W4 P5,172,1027,444,555,0,2004,270550172,
ROCHESTER W4 P6,173,529,199,315,2,2004,270550173,
ROCHESTER W4 P7,174,532,276,248,3,2004,270550174,
ROCHESTER W5 P1,175,1306,592,672,0,2004,270550175,
ROCHESTER W5 P2,185,464,201,253,0,2004,270550185,
ROCHESTER W5 P7,186,887,480,387,2,2004,270550186,
ROCHESTER W5 P8,187,37,19,18,0,2004,270550187,
ROCHESTER W5 P3,190,1540,741,760,2,2004,270550190,
ROCHESTER W5 P4,191,1523,746,753,0,2004,270550191,
ROCHESTER W5 P5,192,1782,965,782,1,2004,270550192,
ROCHESTER W5 P6,193,1024,529,474,0,2004,270550193,
ROCHESTER W6 P1,195,1447,731,676,3,2004,270550195,
ROCHESTER W6 P2,200,1349,700,643,1,2004,270550200,
ROCHESTER W6 P3,205,1582,803,742,2,2004,270550205,
ROCHESTER W6 P4,206,1268,592,640,1,2004,270550206,
ROCHESTER W6 P5,207,533,192,298,1,2004,270550207,
ROCHESTER W6 P6,208,643,268,360,0,2004,270550208,
ROCHESTER W6 P7,209,897,434,448,0,2004,270550209,
ROCHESTER TWP,210,1186,623,536,1,2004,270550210,
ROCK DELL TWP.,215,325,240,151,0,2004,270550215,
SALEM TWP.,220,663,373,274,0,2004,270550220,
STEWARTVILLE,225,3040,1658,1226,7,2004,270550225,
VIOLA TWP.,230,315,206,105,0,2004,270550230,
CASCADE TWP. P-2,234,62,32,29,0,2004,270550234,
CASCADE TWP. P-3,235,240,147,85,0,2004,270550235,
CASCADE TWP. P-4,236,3,0,2,0,2004,270550236,
CASCADE TWP. P-5,237,0,0,0,0,2004,270550237,
AASTAD TWP,5,122,72,50,0,2004,270560005,
AMOR TWP,10,346,205,137,0,2004,270560010,
AURDAL TWP,15,865,547,306,0,2004,270560015,
BATTLE LAKE,20,474,296,168,1,2004,270560020,
BLOWERS TWP,25,172,98,66,1,2004,270560025,
BLUFFTON,30,115,84,30,0,2004,270560030,
BLUFFTON TWP,35,248,167,73,1,2004,270560035,
BUSE TWP,40,310,230,76,1,2004,270560040,
BUTLER TWP,45,158,104,45,0,2004,270560045,
CANDOR TWP,50,337,233,99,0,2004,270560050,
CARLISLE TWP,55,113,81,31,0,2004,270560055,
CLITHERALL,60,65,28,32,0,2004,270560060,
CLITHERALL TWP,65,325,194,126,1,2004,270560065,
COMPTON TWP,70,335,219,106,1,2004,270560070,
CORLISS TWP,75,273,186,83,0,2004,270560075,
DALTON,80,145,74,67,1,2004,270560080,
DANE PRAIRIE TWP,85,551,372,172,1,2004,270560085,
DEAD LAKE TWP,90,313,186,124,1,2004,270560090,
DEER CREEK,95,178,103,71,0,2004,270560095,
DEER CREEK TWP,100,184,110,68,2,2004,270560100,
DENT,105,104,75,27,0,2004,270560105,
DORA TWP,110,463,249,214,0,2004,270560110,
DUNN TWP,115,621,382,226,2,2004,270560115,
EAGLE LAKE TWP,120,246,124,119,1,2004,270560120,
EASTERN TWP,125,157,67,86,0,2004,270560125,
EDNA TWP,130,561,365,189,1,2004,270560130,
EFFINGTON TWP,135,146,84,58,1,2004,270560135,
ELIZABETH,140,100,63,34,1,2004,270560140,
ELIZABETH TWP,145,453,270,180,0,2004,270560145,
ELMO TWP,150,185,99,85,0,2004,270560150,
ERHARD,155,88,53,34,0,2004,270560155,
ERHARDS GROVE TWP,160,240,138,97,0,2004,270560160,
EVERTS TWP,165,541,329,206,1,2004,270560165,
FERGUS FALLS W-1 P-1,170,814,447,356,1,2004,270560170,
FERGUS FALLS W-1 P-2,175,860,506,337,0,2004,270560175,
FERGUS FALLS W-2 P-1,180,885,541,331,3,2004,270560180,
FERGUS FALLS W-2 P-2,185,1129,724,393,1,2004,270560185,
FERGUS FALLS W-3 P-1,190,745,436,290,1,2004,270560190,
FERGUS FALLS W-3 P-2,195,873,492,354,3,2004,270560195,
FERGUS FALLS W-4 P-1,200,835,507,319,1,2004,270560200,
FERGUS FALLS W-4 P-2,205,972,625,329,0,2004,270560205,
FERGUS FALLS TWP,210,639,433,197,0,2004,270560210,
FOLDEN TWP,215,175,87,79,1,2004,270560215,
FRIBERG TWP,220,441,260,179,0,2004,270560220,
GIRARD TWP,225,549,332,212,2,2004,270560225,
GORMAN TWP,230,261,181,79,0,2004,270560230,
HENNING,235,426,265,152,0,2004,270560235,
HENNING TWP,240,199,128,67,0,2004,270560240,
HOBART TWP,245,495,306,182,1,2004,270560245,
HOMESTEAD TWP,250,202,121,72,1,2004,270560250,
INMAN TWP,255,144,70,69,0,2004,270560255,
LEAF LAKE TWP,260,325,187,129,1,2004,270560260,
LEAF MOUNTAIN TWP,265,161,85,74,0,2004,270560265,
LIDA TWP,270,514,297,211,0,2004,270560270,
MAINE TWP,275,451,280,155,3,2004,270560275,
MAPLEWOOD TWP,280,165,109,53,0,2004,270560280,
NEWTON TWP,285,440,261,170,1,2004,270560285,
NEW YORK MILLS,290,598,319,271,1,2004,270560290,
NIDAROS TWP,295,223,117,105,0,2004,270560295,
NORWEGIAN GROVE TWP,300,199,117,81,0,2004,270560300,
OAK VALLEY TWP,305,185,106,74,1,2004,270560305,
ORWELL TWP,310,109,68,38,0,2004,270560310,
OSCAR TWP,315,127,80,45,0,2004,270560315,
OTTER TAIL,320,299,203,89,0,2004,270560320,
OTTER TAIL TWP,325,356,227,121,0,2004,270560325,
OTTO TWP,330,311,211,94,0,2004,270560330,
PADDOCK TWP,335,187,112,69,0,2004,270560335,
PARKERS PRAIRIE,340,581,327,239,1,2004,270560340,
PARKERS PRAIRIE TWP,345,173,113,55,1,2004,270560345,
PELICAN TWP,350,410,261,141,2,2004,270560350,
PELICAN RAPIDS,355,881,531,335,1,2004,270560355,
PERHAM,360,1305,803,472,1,2004,270560360,
PERHAM TWP,365,494,362,127,0,2004,270560365,
PINE LAKE TWP,370,358,240,111,0,2004,270560370,
RICHVILLE,375,54,35,19,0,2004,270560375,
ROTHSAY,380,115,58,51,0,2004,270560380,
RUSH LAKE TWP,385,560,373,178,0,2004,270560385,
ST OLAF TWP,390,215,142,68,0,2004,270560390,
SCAMBLER TWP,395,302,185,117,0,2004,270560395,
STAR LAKE TWP,400,251,134,114,0,2004,270560400,
SVERDRUP TWP,405,389,222,160,1,2004,270560405,
TORDENSKJOLD TWP,410,333,167,162,1,2004,270560410,
TRONDHJEM TWP,415,95,67,26,0,2004,270560415,
TUMULI TWP,420,284,159,120,1,2004,270560420,
UNDERWOOD,425,196,100,92,0,2004,270560425,
URBANK,430,28,19,7,0,2004,270560430,
VERGAS,435,206,119,81,0,2004,270560435,
VINING,440,45,25,19,0,2004,270560440,
WADENA P-4,445,31,22,8,0,2004,270560445,
WESTERN TWP,450,78,60,17,0,2004,270560450,
WOODSIDE TWP,455,144,83,58,1,2004,270560455,
BLACK RIVER TWP,5,47,28,19,0,2004,270570005,
BRAY TWP,10,37,31,6,0,2004,270570010,
CLOVERLEAF TWP,15,45,31,14,0,2004,270570015,
DEER PARK TWP,20,78,38,38,1,2004,270570020,
GOODRIDGE,25,52,22,26,1,2004,270570025,
GOODRIDGE TWP,30,36,24,8,1,2004,270570030,
HICKORY TWP,35,52,14,33,0,2004,270570035,
HIGHLANDING TWP,40,108,46,58,1,2004,270570040,
KRATKA TWP,45,71,42,28,0,2004,270570045,
MAYFIELD TWP,50,42,16,22,0,2004,270570050,
NORDEN TWP,55,225,138,82,0,2004,270570055,
NORTH TWP,60,381,222,151,1,2004,270570060,
NUMEDAL TWP,65,47,28,17,0,2004,270570065,
POLK CENTRE TWP,70,39,20,17,1,2004,270570070,
REINER TWP,75,46,16,30,0,2004,270570075,
RIVER FALLS TWP,80,108,77,31,0,2004,270570080,
ROCKSBURY TWP EAST,85,319,177,131,0,2004,270570085,
ROCKSBURY TWP WEST,90,327,188,133,1,2004,270570090,
ST HILAIRE,95,148,65,74,0,2004,270570095,
SANDERS TWP,100,173,123,47,2,2004,270570100,
SILVERTON TWP,105,99,53,45,0,2004,270570105,
SMILEY TWP,110,294,162,125,1,2004,270570110,
STAR TWP,115,80,25,54,0,2004,270570115,
THIEF RIVER FALLS(1A),120,417,206,200,4,2004,270570120,
THIEF RIVER FALLS(1B),125,378,192,178,2,2004,270570125,
THIEF RIVER FALLS(2A),135,441,235,195,2,2004,270570135,
THIEF RIVER FALLS(2B),140,367,189,163,0,2004,270570140,
THIEF RIVER FALLS(3A),150,395,193,193,0,2004,270570150,
THIEF RIVER FALLS(3B),155,382,205,167,0,2004,270570155,
THIEF RIVER FALLS(4A),165,405,198,198,1,2004,270570165,
THIEF RIVER FALLS(4B),170,372,182,184,0,2004,270570170,
THIEF RIVER FALLS(5A),180,578,301,268,2,2004,270570180,
THIEF RIVER FALLS(5B),185,408,261,145,0,2004,270570185,
WYANDOTTE TWP,195,60,19,37,1,2004,270570195,
ARLONE TWP.,5,204,99,100,0,2004,270580005,
ARNA TWP.,10,64,24,40,0,2004,270580010,
ASKOV,15,211,100,110,0,2004,270580015,
BARRY TWP.,20,308,173,129,0,2004,270580020,
BIRCH CREEK TWP.,25,143,49,90,0,2004,270580025,
BREMEN TWP.,30,131,49,80,0,2004,270580030,
BROOK PARK,35,50,18,29,3,2004,270580035,
BROOK PARK TWP.,40,251,118,127,1,2004,270580040,
BRUNO,45,50,23,25,1,2004,270580045,
BRUNO TWP.,50,97,50,42,2,2004,270580050,
CHENGWATANA TWP.,55,520,285,223,2,2004,270580055,
CLOVER TWP.,60,180,112,67,1,2004,270580060,
CROSBY TWP.,65,55,32,23,0,2004,270580065,
DANFORTH TWP.,70,49,38,11,0,2004,270580070,
DELL GROVE TWP.,75,447,227,213,1,2004,270580075,
DENHAM,80,29,15,14,0,2004,270580080,
FINLAYSON,85,159,87,69,0,2004,270580085,
FINLAYSON TWP.,90,228,119,102,1,2004,270580090,
FLEMING TWP.,95,70,38,30,0,2004,270580095,
HENRIETTE,100,44,13,29,0,2004,270580100,
HINCKLEY,105,656,300,341,0,2004,270580105,
HINCKLEY TWP.,110,447,231,208,0,2004,270580110,
KERRICK,115,34,14,18,0,2004,270580115,
KERRICK TWP.,120,146,50,90,0,2004,270580120,
KETTLE RIVER TWP.,125,251,88,157,1,2004,270580125,
MISSION CREEK TWP.,135,288,126,154,1,2004,270580135,
MUNCH TWP.,140,156,67,85,1,2004,270580140,
NEW DOSEY TWP.,145,56,32,23,0,2004,270580145,
NICKERSON TWP.,150,86,42,44,0,2004,270580150,
NORMAN TWP.,155,142,53,85,1,2004,270580155,
OGEMA TWP.,160,140,51,88,1,2004,270580160,
PARK TWP.,165,24,7,17,0,2004,270580165,
PARTRIDGE TWP.,170,359,194,159,2,2004,270580170,
PINE CITY,175,1574,805,738,2,2004,270580175,
PINE CITY TWP.,185,847,471,360,2,2004,270580185,
PINE LAKE TWP.,190,325,159,155,0,2004,270580190,
POKEGAMA TWP.,195,1579,743,804,3,2004,270580195,
ROCK CREEK,200,793,413,367,3,2004,270580200,
ROYALTON TWP.,205,601,319,270,0,2004,270580205,
RUTLEDGE,207,99,25,72,0,2004,270580207,
SANDSTONE,210,688,310,350,3,2004,270580210,
SANDSTONE TWP.,215,453,272,167,4,2004,270580215,
STURGEON LAKE,221,194,57,134,0,2004,270580221,
STURGEON LAKE TWP.,225,177,79,93,0,2004,270580225,
WILLOW RIVER,230,194,79,109,1,2004,270580230,
WILMA TWP.,235,31,16,15,0,2004,270580235,
WINDEMERE TWP.,240,971,361,572,3,2004,270580240,
AETNA TWP.,5,128,67,56,0,2004,270590005,
ALTONA TWP.,10,74,43,24,0,2004,270590010,
BURKE TWP.,15,126,96,25,0,2004,270590015,
EDEN TOWNSHIP,20,160,93,62,0,2004,270590020,
EDGERTON,25,699,567,122,0,2004,270590025,
ELMER TWP.,30,144,99,42,0,2004,270590030,
FOUNTAIN PRAIRIE,35,122,86,32,0,2004,270590035,
GRANGE TWP.,40,123,81,38,1,2004,270590040,
GRAY TWP.,45,127,82,44,0,2004,270590045,
HATFIELD,50,22,11,10,0,2004,270590050,
HOLLAND,55,101,43,56,0,2004,270590055,
IHLEN,60,52,26,24,1,2004,270590060,
JASPER,65,269,125,139,0,2004,270590065,
OSBORNE TWP.,70,192,168,23,0,2004,270590070,
PIPESTONE PRECINCT 1,75,888,472,398,1,2004,270590075,
PIPESTONE PRECINCT 2,80,1150,605,528,0,2004,270590080,
ROCK TWP.,100,79,41,35,0,2004,270590100,
RUTHTON,105,145,77,63,0,2004,270590105,
SWEET TWP.,110,179,107,70,0,2004,270590110,
TROSKY,115,64,39,22,0,2004,270590115,
TROY TWP.,120,166,99,66,0,2004,270590120,
WOODSTOCK,125,64,39,21,0,2004,270590125,
ANDOVER TWP.,5,88,58,28,0,2004,270600005,
ANGUS TWP.,10,61,39,22,0,2004,270600010,
BADGER TWP.,15,55,33,21,0,2004,270600015,
BELGIUM TWP.,20,52,34,17,0,2004,270600020,
BELTRAMI,25,48,26,22,0,2004,270600025,
BRANDSVOLD TWP,30,141,98,35,0,2004,270600030,
BRANDT TWP.,35,33,24,8,0,2004,270600035,
BRISLET TWP.,40,34,14,18,1,2004,270600040,
BYGLAND TWP.,45,149,77,67,0,2004,270600045,
CHESTER TWP.,50,49,18,29,0,2004,270600050,
CLIMAX,55,127,34,89,0,2004,270600055,
COLUMBIA TWP.,60,224,156,64,0,2004,270600060,
CROOKSTON W-1,65,540,275,252,0,2004,270600065,
CROOKSTON W-2,70,715,350,354,1,2004,270600070,
CROOKSTON W-3,75,621,333,272,2,2004,270600075,
CROOKSTON W-4,80,571,244,311,2,2004,270600080,
CROOKSTON W-5,85,633,299,317,1,2004,270600085,
CROOKSTON W-6,90,651,346,285,0,2004,270600090,
CROOKSTON TWP.,105,275,154,112,0,2004,270600105,
E.GRANDFORKS W-1,110,949,577,360,0,2004,270600110,
E.GRANDFORKS W-2,120,815,392,390,1,2004,270600120,
E.GRANDFORKS W-3,130,553,289,241,0,2004,270600130,
E.GRANDFORKS W-4,140,649,312,320,0,2004,270600140,
E.GRANDFORKS W-5,150,848,510,322,1,2004,270600150,
EDEN TWP.,160,111,48,61,0,2004,270600160,
ERSKINE,165,239,105,125,0,2004,270600165,
ESTHER TWP.,170,107,63,42,0,2004,270600170,
EUCLID TWP.,175,90,56,32,0,2004,270600175,
FAIRFAX TWP.,180,109,60,47,0,2004,270600180,
FANNY TWP.,185,65,27,38,0,2004,270600185,
FARLEY TWP.,190,31,22,8,0,2004,270600190,
FERTILE,195,447,229,208,2,2004,270600195,
FISHER,200,216,134,78,0,2004,270600200,
FISHER TWP.,205,109,70,36,0,2004,270600205,
FOSSTON CITY,210,756,435,316,0,2004,270600210,
GARDEN TWP.,220,120,49,66,0,2004,270600220,
GARFIELD TWP.,225,250,142,106,1,2004,270600225,
GENTILLY TWP.,230,150,82,65,0,2004,270600230,
GODFREY TWP.,235,201,100,96,0,2004,270600235,
GRAND FORKS TWP.,240,94,54,36,0,2004,270600240,
GROVE PARK-TILDEN TWP,245,166,92,69,1,2004,270600245,
GULLY,250,38,16,19,0,2004,270600250,
GULLY TWP.,255,70,31,37,0,2004,270600255,
HAMMOND TWP.,260,35,28,5,1,2004,270600260,
HELGELAND TWP.,265,30,21,9,0,2004,270600265,
HIGDEM TWP.,270,55,38,15,1,2004,270600270,
HILL RIVER TWP.,275,100,67,29,1,2004,270600275,
HUBBARD TWP.,280,57,29,26,0,2004,270600280,
HUNTSVILLE TWP.,285,261,174,85,0,2004,270600285,
JOHNSON TWP.,290,39,17,22,0,2004,270600290,
KERTSONVILLE TWP.,295,64,35,24,0,2004,270600295,
KEYSTONE TWP.,300,60,30,30,0,2004,270600300,
KING TWP.,305,105,72,31,0,2004,270600305,
KNUTE TWP.,310,279,158,111,1,2004,270600310,
LENGBY,315,54,31,21,0,2004,270600315,
LESSOR TWP.,320,115,89,24,0,2004,270600320,
LIBERTY TWP.,325,68,51,15,0,2004,270600325,
LOWELL TWP.,330,89,56,31,0,2004,270600330,
MCINTOSH,335,334,193,122,0,2004,270600335,
MENTOR,340,87,36,47,0,2004,270600340,
NESBIT TWP.,345,72,53,17,0,2004,270600345,
NIELSVILLE,350,46,25,16,2,2004,270600350,
NORTHLAND TWP.,355,101,54,44,0,2004,270600355,
ONSTAD TWP.,360,44,26,17,0,2004,270600360,
PARNELL TWP.,365,38,32,5,0,2004,270600365,
QUEEN TWP.,370,113,78,31,0,2004,270600370,
REIS TWP.,375,49,16,31,0,2004,270600375,
RHINEHART TWP.,380,59,36,23,0,2004,270600380,
ROOME TWP.,385,115,73,42,0,2004,270600385,
ROSEBUD TWP.,390,184,121,56,1,2004,270600390,
RUSSIA TWP.,395,19,10,8,0,2004,270600395,
SANDSVILLE TWP.,400,38,21,17,0,2004,270600400,
SCANDIA TWP.,405,47,40,7,0,2004,270600405,
SLETTEN TWP.,410,88,55,30,1,2004,270600410,
SULLIVAN TWP.,415,76,44,29,0,2004,270600415,
TABOR TWP.,420,82,29,48,0,2004,270600420,
TRAIL,430,27,11,16,0,2004,270600430,
TYNSID TWP.,435,40,19,21,0,2004,270600435,
VINELAND TWP.,440,62,34,24,0,2004,270600440,
WINGER,445,86,53,29,0,2004,270600445,
WINGER TWP.,450,81,64,15,0,2004,270600450,
WOODSIDE TWP.,455,321,198,115,0,2004,270600455,
BANGOR TWP.,5,93,60,30,1,2004,270610005,
BARSNESS TWP.,10,102,58,43,0,2004,270610010,
BEN WADE TWP.,15,151,71,75,0,2004,270610015,
BLUE MOUNDS TWP.,20,135,74,56,0,2004,270610020,
CHIPPEWA FALLS TWP.,25,136,56,75,0,2004,270610025,
CYRUS,30,151,96,52,0,2004,270610030,
FARWELL,35,35,10,24,0,2004,270610035,
GILCHRIST TWP.,40,143,62,76,0,2004,270610040,
GLENWOOD P-1,45,1268,540,674,1,2004,270610045,
GLENWOOD P-2,50,290,86,94,2,2004,270610050,
GLENWOOD TWP.,55,680,341,318,5,2004,270610055,
GROVE LAKE TWP.,60,157,92,61,1,2004,270610060,
HOFF TWP.,65,94,41,51,0,2004,270610065,
LAKE JOHANNA TWP.,70,101,42,56,0,2004,270610070,
LANGHEI TWP.,75,133,45,83,0,2004,270610075,
LEVEN TWP.,80,343,174,161,1,2004,270610080,
LONG BEACH,85,224,101,120,0,2004,270610085,
LOWRY,90,170,84,81,0,2004,270610090,
MINNEWASKA TWP.,95,332,173,150,1,2004,270610095,
NEW PRAIRIE TWP.,100,139,88,49,1,2004,270610100,
NORA TWP.,105,123,76,43,0,2004,270610105,
RENO TWP.,110,250,135,109,2,2004,270610110,
ROLLING FORKS TWP.,115,87,43,42,0,2004,270610115,
SEDAN,120,35,10,22,0,2004,270610120,
STARBUCK,125,795,344,428,2,2004,270610125,
VILLARD,130,148,90,55,0,2004,270610130,
WALDEN TWP.,135,116,67,46,0,2004,270610135,
WESTPORT,140,20,6,14,0,2004,270610140,
WESTPORT TWP.,145,138,78,58,1,2004,270610145,
WHITE BEAR LAKE TWP,150,322,160,155,0,2004,270610150,
ARDEN HILLS P-1,10,851,422,416,4,2004,270620010,
ARDEN HILLS P-2,20,1389,648,720,2,2004,270620020,
ARDEN HILLS P-3,30,1689,1104,555,7,2004,270620030,
ARDEN HILLS P-4,40,1973,954,992,2,2004,270620040,
BLAINE D-1 P-2,50,0,0,0,0,2004,270620050,
FALCON HEIGHTS P-1,60,1582,463,1094,2,2004,270620060,
FALCON HEIGHTS P-2,70,1401,490,887,3,2004,270620070,
GEM LAKE P-1,80,261,132,128,0,2004,270620080,
LAUDERDALE P-1,90,1427,394,995,3,2004,270620090,
LITTLE CANADA P-1,100,1487,601,859,0,2004,270620100,
LITTLE CANADA P-2,110,2090,917,1140,3,2004,270620110,
LITTLE CANADA P-3,120,1997,833,1131,2,2004,270620120,
MAPLEWOOD P-01,130,783,256,515,0,2004,270620130,
MAPLEWOOD P-02,140,1238,521,701,2,2004,270620140,
MAPLEWOOD P-03,150,1194,509,661,0,2004,270620150,
MAPLEWOOD P-04,160,1576,619,928,3,2004,270620160,
MAPLEWOOD P-05,170,1250,475,764,1,2004,270620170,
MAPLEWOOD P-06,180,1592,615,961,2,2004,270620180,
MAPLEWOOD P-07,190,1395,694,683,0,2004,270620190,
MAPLEWOOD P-08,200,1611,723,860,1,2004,270620200,
MAPLEWOOD P-09,210,695,293,394,0,2004,270620210,
MAPLEWOOD P-10,220,655,271,369,0,2004,270620220,
MAPLEWOOD P-11,230,2350,978,1344,2,2004,270620230,
MAPLEWOOD P-12,240,918,376,528,1,2004,270620240,
MAPLEWOOD P-13,250,1072,393,669,1,2004,270620250,
MAPLEWOOD P-14,260,611,281,318,1,2004,270620260,
MAPLEWOOD P-15,270,1774,717,1036,0,2004,270620270,
MAPLEWOOD P-16,280,1949,918,1012,2,2004,270620280,
MOUNDS VIEW P-1,290,1929,892,1005,2,2004,270620290,
MOUNDS VIEW P-2,300,1338,607,716,3,2004,270620300,
MOUNDS VIEW P-3,310,2098,937,1134,7,2004,270620310,
MOUNDS VIEW P-4,320,1232,457,759,1,2004,270620320,
NEW BRIGHTON P-1,330,3454,1636,1755,7,2004,270620330,
NEW BRIGHTON P-2,340,2996,1258,1692,3,2004,270620340,
NEW BRIGHTON P-3,350,3510,1532,1935,3,2004,270620350,
NEW BRIGHTON P-4,360,2932,1382,1523,4,2004,270620360,
NORTH OAKS P-1,370,1713,976,712,1,2004,270620370,
NORTH OAKS P-2,380,1273,774,485,0,2004,270620380,
NORTH ST. PAUL P-1,390,1686,665,1004,4,2004,270620390,
NORTH ST. PAUL P-2,400,1519,614,883,2,2004,270620400,
NORTH ST. PAUL P-3,410,1706,732,951,4,2004,270620410,
NORTH ST. PAUL P-4,420,1689,772,890,2,2004,270620420,
ROSEVILLE P-01,430,2975,1542,1389,3,2004,270620430,
ROSEVILLE P-02,440,2441,1063,1335,6,2004,270620440,
ROSEVILLE P-03,450,1858,869,973,0,2004,270620450,
ROSEVILLE P-04,460,1491,650,828,2,2004,270620460,
ROSEVILLE P-05,470,2199,866,1303,1,2004,270620470,
ROSEVILLE P-06,480,1994,858,1105,2,2004,270620480,
ROSEVILLE P-07,490,2087,878,1184,3,2004,270620490,
ROSEVILLE P-08,500,2070,843,1190,4,2004,270620500,
ROSEVILLE P-09,510,2236,909,1288,3,2004,270620510,
ROSEVILLE P-10,520,2051,802,1213,3,2004,270620520,
ST ANTHONY P-1,530,1380,547,803,1,2004,270620530,
ST. PAUL W-1 P-01,540,1225,237,969,5,2004,270620540,
ST. PAUL W-1 P-02,550,1672,398,1248,1,2004,270620550,
ST. PAUL W-1 P-03,560,1738,372,1332,5,2004,270620560,
ST. PAUL W-1 P-04,570,1056,214,824,2,2004,270620570,
ST. PAUL W-1 P-05,580,1463,139,1306,1,2004,270620580,
ST. PAUL W-1 P-06,590,1296,188,1085,1,2004,270620590,
ST. PAUL W-1 P-07,600,1381,309,1054,3,2004,270620600,
ST. PAUL W-1 P-08,610,1044,171,861,2,2004,270620610,
ST. PAUL W-1 P-09,620,1057,210,835,2,2004,270620620,
ST. PAUL W-1 P-10,630,979,136,818,1,2004,270620630,
ST. PAUL W-1 P-11,640,965,225,720,1,2004,270620640,
ST. PAUL W-1 P-12,650,1412,242,1150,5,2004,270620650,
ST. PAUL W-1 P-13,660,1119,220,881,0,2004,270620660,
ST. PAUL W-1 P-14,670,650,157,487,0,2004,270620670,
ST. PAUL W-2 P-01,680,1499,311,1162,5,2004,270620680,
ST. PAUL W-2 P-02,690,1583,374,1193,0,2004,270620690,
ST. PAUL W-2 P-03,700,1313,388,909,3,2004,270620700,
ST. PAUL W-2 P-04,710,1388,303,1065,2,2004,270620710,
ST. PAUL W-2 P-05,720,1504,373,1108,1,2004,270620720,
ST. PAUL W-2 P-06,730,1022,283,716,0,2004,270620730,
ST. PAUL W-2 P-07,740,1316,278,1007,4,2004,270620740,
ST. PAUL W-2 P-08,750,1006,195,775,6,2004,270620750,
ST. PAUL W-2 P-09,760,1285,308,938,3,2004,270620760,
ST. PAUL W-2 P-10,770,580,111,461,1,2004,270620770,
